Latitude,Longitude,count
40.502257442,-74.241232328,3
40.502342893,-74.247507319,7
40.502353019,-74.234853713,3
40.50235301900005,-74.23485371299995,1
40.502384488,-74.231524106,1
40.50246209800008,-74.25325746399994,1
40.50246209800008,-74.25325746399993,2
40.50252321,-74.246623415,1
40.50252321000005,-74.246623415,1
40.502711924,-74.245660429,7
40.50271192400004,-74.24566042899994,2
40.502766783,-74.237861279,4
40.502783638,-74.251831138,3
40.502844821,-74.237289819,1
40.502850002,-74.251608446,4
40.502881248,-74.244776476,10
40.50288124800005,-74.24477647599997,7
40.503053286,-74.243903315,3
40.50305328600007,-74.24390331499995,1
40.503177034,-74.231875648,6
40.503177662,-74.238269072,2
40.50317766200004,-74.238269072,3
40.503219225,-74.249704032,1
40.503230733,-74.239146648,5
40.503230831,-74.243019383,8
40.503230831000046,-74.243019383,5
40.503239291,-74.230948134,1
40.50323929100006,-74.23094813399997,1
40.503413911,-74.242110295,9
40.503530913,-74.238669472,4
40.503563784,-74.232010037,1
40.503577134,-74.247939795,1
40.503594225,-74.241208384,10
40.50359422500002,-74.24120838399993,1
40.503669855,-74.237850108,1
40.50376575800004,-74.24702354499993,2
40.503774531,-74.240306468,11
40.50377453100003,-74.24030646799997,3
40.503836572,-74.238195906,1
40.503857342,-74.246556418,1
40.503920042,-74.237653224,2
40.503923143,-74.23880392,5
40.50392314300007,-74.23880391999995,1
40.50394891600007,-74.24609288499995,2
40.504035578,-74.232166298,1
40.504050861,-74.239422871,1
40.50408402300008,-74.23799541699998,1
40.504123748,-74.245201746,1
40.50412374800004,-74.24520174599996,1
40.504136726,-74.237729508,1
40.504237603,-74.250941232,5
40.504268564,-74.251843922,4
40.50434519,-74.237798572,3
40.504382162,-74.250103926,4
40.504387302,-74.243890202,1
40.504459361,-74.23833477,6
40.50447881300005,-74.24345183399998,1
40.504535083000064,-74.24920551699995,4
40.504620153,-74.238889116,1
40.50462015300008,-74.23888911599995,2
40.504744817,-74.239655495,2
40.50474481700007,-74.23965549499997,1
40.504839467,-74.241640794,2
40.504839467000075,-74.24164079399996,2
40.504866269,-74.248372493,4
40.504931,-74.241188035,5
40.504966287,-74.223769401,2
40.504982213,-74.239012671,2
40.505019785,-74.240735265,1
40.50503842,-74.24745976,3
40.505369269,-74.238996075,1
40.50536926900003,-74.238996075,3
40.505393665,-74.245641514,10
40.50539366500004,-74.24564151399994,1
40.505535647,-74.238183979,3
40.505535647000045,-74.23818397899998,1
40.505571199,-74.244768344,6
40.50557119900003,-74.24476834399997,4
40.505681137,-74.22456291,1
40.505706748,-74.251892491,2
40.505751495,-74.24388439,5
40.50575149500003,-74.24388438999993,2
40.505769111,-74.240741559,4
40.505865686,-74.236538189,5
40.505912593,-74.25314827,4
40.505931838,-74.242975261,10
40.50593183800004,-74.24297526099997,4
40.506083068,-74.249250842,1
40.506109397,-74.242080499,8
40.506109397000046,-74.24208049899994,1
40.506133788,-74.239613725,4
40.506195693,-74.234895979,7
40.506195693000045,-74.23489597899999,1
40.506215904,-74.238405759,9
40.50621590400005,-74.238405759,2
40.506276887,-74.252250645,1
40.506330467,-74.251599966,6
40.506417454,-74.23248023,3
40.506480282,-74.233979992,1
40.506517926,-74.237036749,1
40.506568635,-74.254377001,1
40.50656863500007,-74.25437700099997,1
40.506599016,-74.25305018,3
40.506666324,-74.246081311,1
40.506696577,-74.249864457,1
40.506729342,-74.231629053,9
40.50672934200002,-74.23162905299995,1
40.506764864,-74.233063997,3
40.50676486400005,-74.233063997,3
40.506781291,-74.235771875,2
40.506838489,-74.225055858,1
40.506898847,-74.248991372,2
40.506905622,-74.252173903,1
40.506926813,-74.253767035,1
40.506932647,-74.24476254,2
40.507024168,-74.244320559,1
40.507061785,-74.234176214,4
40.50706178500008,-74.23417621399994,1
40.507115719,-74.243864194,4
40.50712107,-74.23870746,2
40.507162348,-74.239973422,2
40.507218815,-74.235237604,2
40.507255232,-74.250456301,2
40.507255725,-74.241257554,1
40.50725572500005,-74.24125755399997,1
40.507261965,-74.23156617,4
40.50726350600007,-74.25294121699993,1
40.507277733,-74.237283975,3
40.507290455,-74.248140562,13
40.50729045500003,-74.24814056199995,1
40.507352844,-74.254743189,1
40.507379318,-74.242523819,1
40.507428312,-74.236140956,3
40.50742831200006,-74.23614095599999,3
40.507592029,-74.252082994,1
40.507606255,-74.240334624,3
40.50761311,-74.25248224,5
40.507648965,-74.24736154,4
40.507658931,-74.251615754,2
40.507663233,-74.253403029,1
40.50766323300007,-74.25340302899998,2
40.507678432,-74.239946506,1
40.507678432000034,-74.23994650599997,1
40.507709238,-74.254938736,1
40.507730332,-74.223767863,9
40.50773033200005,-74.22376786299998,1
40.507734186,-74.227392738,1
40.50773711,-74.230057455,10
40.50773711000005,-74.23005745499995,1
40.507859443,-74.246492062,4
40.50785944300002,-74.24649206199997,1
40.507889434,-74.242723455,4
40.50788943400005,-74.24272345499998,2
40.507916094,-74.25075006,1
40.50791609400005,-74.25075005999997,1
40.507965843,-74.249333381,4
40.507966271,-74.233470949,9
40.50796627100004,-74.23347094899998,1
40.507981532,-74.244593767,7
40.50798153200003,-74.24459376699998,2
40.507983792,-74.2288608,3
40.50798379200006,-74.22886079999995,1
40.508011534,-74.235499313,3
40.508075381,-74.245633386,15
40.508075381000026,-74.24563338599995,2
40.508123861,-74.230191842,2
40.50812386100006,-74.23019184199995,2
40.50815649,-74.241037846,6
40.50816497,-74.249905906,1
40.508254262,-74.251751052,5
40.508299655,-74.243433382,4
40.50829965500003,-74.24343338199996,2
40.508302962,-74.25455981,86
40.508402294,-74.242923105,2
40.508402294000064,-74.242923105,2
40.508422059,-74.249068967,1
40.508463604,-74.234562315,1
40.50848592300008,-74.23031895299994,1
40.508527134,-74.248713342,1
40.508563856,-74.224230959,8
40.50856672300005,-74.23514165499995,2
40.508574742,-74.239230494,6
40.508574742000064,-74.23923049399998,1
40.50860793,-74.253187244,3
40.50860793000004,-74.25318724399993,2
40.508650547,-74.23709106,1
40.508651569,-74.248289459,3
40.508659388,-74.232772122,1
40.508660539,-74.229474461,5
40.50866053900006,-74.22947446099994,1
40.508764542,-74.222660114,49
40.50876454200005,-74.22266011399995,7
40.50876769,-74.247901505,1
40.508774796,-74.243298457,2
40.50877479600007,-74.243298457,2
40.508808503,-74.240328157,1
40.508821556,-74.238015877,14
40.508831531,-74.230438817,4
40.50887387,-74.228482654,4
40.508930868,-74.247330321,1
40.50894716700003,-74.25119985199996,1
40.508969347,-74.232873893,5
40.509005414,-74.249664508,5
40.509052561,-74.246902827,7
40.50905256100003,-74.24690282699999,2
40.50906595,-74.240598796,2
40.509179726,-74.246482545,5
40.50917972600007,-74.24648254499994,3
40.509188973,-74.24343662,1
40.50918897300004,-74.24343661999995,1
40.509241747,-74.235241126,1
40.50924174700003,-74.23524112599996,2
40.509250037,-74.243116782,5
40.50925003700007,-74.24311678199997,1
40.509268841,-74.231364541,2
40.509271249,-74.248590243,12
40.50927124900005,-74.24859024299997,2
40.509279251,-74.244868227,3
40.509297824,-74.230602252,1
40.509298625,-74.240901711,1
40.509304912,-74.250780442,1
40.509310732,-74.219828146,3
40.509315748,-74.236629511,4
40.50931574800006,-74.23662951099993,1
40.509323826,-74.241969868,5
40.50932382600007,-74.24196986799996,2
40.509324862,-74.228059847,1
40.509367603,-74.247188089,9
40.50936760300005,-74.24718808899996,4
40.50941830800008,-74.22937636899997,1
40.50942853300006,-74.24565633799993,1
40.50947489900005,-74.23397608799996,1
40.509532971,-74.224133516,4
40.509550173,-74.245250416,1
40.50955017300005,-74.24525041599996,1
40.509588765,-74.250260058,1
40.509594884,-74.243589138,1
40.509630326,-74.244991783,1
40.509670906,-74.218074386,4
40.509673664,-74.218067202,4
40.50967366400005,-74.21806720199999,2
40.509682643,-74.247473354,1
40.509756727,-74.237084194,4
40.50975672700008,-74.23708419399996,4
40.509815562,-74.244366722,4
40.50981556200002,-74.24436672199994,3
40.509823054,-74.249811409,3
40.509854605,-74.233524294,1
40.509939571,-74.249243642,1
40.509952748,-74.248229559,33
40.509952748000046,-74.24822955899998,6
40.509992749,-74.239742634,2
40.509998853,-74.240760386,2
40.510000795,-74.243741657,6
40.510000795000046,-74.24374165699999,2
40.510060092,-74.249359172,6
40.510104474,-74.247877692,9
40.51010447400006,-74.24787769199997,1
40.510125546,-74.25081229,4
40.51012554600004,-74.25081228999993,1
40.51012893,-74.23088922,7
40.510128930000064,-74.23088921999994,3
40.510166535,-74.238009876,3
40.51022162500004,-74.25206054299997,1
40.510235385,-74.243138346,10
40.51023538500005,-74.24313834599997,3
40.510291835,-74.248817005,9
40.510314451,-74.245965274,16
40.510314451000056,-74.24596527399994,5
40.510369576,-74.249673198,3
40.51036957600007,-74.24967319799998,1
40.510454613,-74.239391859,1
40.51045461300004,-74.23939185899997,2
40.510482604,-74.214110379,2
40.510505792,-74.237216315,1
40.51051929500005,-74.24257476799994,1
40.510526312,-74.24827844,7
40.510526312000025,-74.24827843999998,2
40.510545347,-74.235335618,4
40.51054534700007,-74.23533561799998,1
40.51056064200003,-74.24249220399997,1
40.510609957,-74.252712928,1
40.510639626,-74.23217125,2
40.510668738,-74.248419223,7
40.51066873800004,-74.24841922299998,1
40.510669966,-74.247851019,3
40.510712229,-74.242197862,16
40.51071222900004,-74.24219786199995,2
40.510825222,-74.241982494,3
40.51082522200005,-74.24198249399996,1
40.510848578,-74.251545044,1
40.510878368,-74.233553044,5
40.510880126,-74.244568408,11
40.51088012600008,-74.24456840799998,2
40.510932558,-74.231190486,1
40.510948914,-74.247053682,3
40.510954502,-74.231197754,1
40.511013149,-74.240066362,5
40.511057811,-74.252509634,2
40.511078716,-74.246683745,1
40.511084875,-74.230518509,2
40.51110875900008,-74.25180855199994,1
40.511161556,-74.241286034,29
40.51116155600005,-74.24128603399998,4
40.511271996,-74.210261288,1
40.511305355,-74.232795719,1
40.511333271,-74.236593496,9
40.51133327100007,-74.23659349599995,1
40.511348318,-74.234611995,5
40.511348318000046,-74.23461199499997,1
40.511368947,-74.252068464,6
40.511375949,-74.224923685,5
40.511379428,-74.251043561,5
40.511379428000055,-74.25104356099996,2
40.51143694,-74.24345919,2
40.511436940000074,-74.24345918999995,1
40.51143694000008,-74.24345918999995,1
40.51143976,-74.245998184,3
40.511461196,-74.238442445,17
40.51146119600002,-74.23844244499998,2
40.51146119600003,-74.23844244499996,3
40.51150064,-74.24058598,1
40.511559073,-74.251734726,3
40.51155907300006,-74.25173472599994,2
40.511583331,-74.240420846,1
40.511586338,-74.249303727,393
40.51158633800002,-74.24930372699998,142
40.51158633800003,-74.24930372699998,161
40.511668775,-74.240252128,1
40.511675663,-74.252389693,1
40.51167566300006,-74.25238969299994,2
40.51170186,-74.232178535,4
40.511743787,-74.210435395,7
40.51174378700006,-74.21043539499993,3
40.51175382,-74.242881338,7
40.51175382000008,-74.24288133799998,5
40.511804335,-74.250034592,312
40.51180433500008,-74.25003459199996,55
40.511812076,-74.239979323,13
40.51181207600007,-74.23997932299993,1
40.511818094,-74.251275372,2
40.511818094000034,-74.25127537199995,1
40.51182955200005,-74.23147050299998,1
40.511851207,-74.232977435,1
40.51186186600006,-74.23582215899995,2
40.511886989,-74.25114976,2
40.51188698900006,-74.25114975999998,1
40.511955385,-74.23970292,1
40.512038254,-74.249754952,45
40.51203825400006,-74.249754952,38
40.512076318,-74.244828123,1
40.512089537,-74.247622521,20
40.51208953700007,-74.24762252099998,2
40.512103747,-74.23699182,4
40.512113598,-74.234870019,1
40.512173542,-74.250650946,14
40.512205981,-74.239311819,2
40.512248005,-74.234913647,1
40.512354578,-74.244343635,2
40.512410796,-74.250101594,7
40.5124601,-74.250148531,3
40.512460100000055,-74.25014853099998,1
40.512482643,-74.248616569,4
40.512546846,-74.23102704,1
40.512609954,-74.233749699,3
40.512621173,-74.197059718,5
40.51262117300007,-74.19705971799993,3
40.512623407,-74.249523376,7
40.512682419,-74.243776608,1
40.512713952,-74.241845476,11
40.51271395200007,-74.24184547599998,9
40.512747709,-74.25042293,9
40.512747709000045,-74.25042292999996,1
40.512784153,-74.246265666,8
40.512825385,-74.237113058,1
40.51282538500004,-74.23711305799998,1
40.51285,-74.204332245,1
40.51289080800007,-74.24899210999997,1
40.512980937,-74.195341712,2
40.513009976,-74.240738862,3
40.51300997600004,-74.24073886199993,1
40.513100342,-74.24856492,2
40.51310034200003,-74.24856491999996,1
40.513124737,-74.196323944,1
40.513131205,-74.25078041,2
40.513208921,-74.19685286,1
40.51320892100006,-74.19685285999998,2
40.513211699,-74.250370723,10
40.513232903,-74.237819395,7
40.51323290300007,-74.23781939499997,2
40.51324898,-74.202229578,6
40.513271564,-74.249349572,4
40.51327156400004,-74.24934957199997,4
40.513312373,-74.195745476,6
40.51331237300008,-74.19574547599996,1
40.513332003,-74.200276987,1
40.51333200300007,-74.20027698699994,1
40.513348455,-74.248065943,7
40.513362603,-74.245314751,9
40.51336260300008,-74.24531475099997,1
40.513392023,-74.205146688,1
40.513401396,-74.24256005,3
40.51340139600006,-74.24256004999995,1
40.513425575,-74.250472224,7
40.51342557500004,-74.25047222399996,2
40.513560534,-74.239978407,3
40.51356053400008,-74.23997840699997,1
40.513572104,-74.204212175,1
40.51357302,-74.195810975,1
40.51362952,-74.194868881,3
40.513629520000045,-74.19486888099993,3
40.513648896,-74.251275061,3
40.513657864,-74.235393328,3
40.513670351,-74.196677994,3
40.51367035100003,-74.19667799399997,4
40.513684781,-74.247391065,1
40.513684781000045,-74.247391065,1
40.513701397,-74.244762146,18
40.513701397000034,-74.24476214599997,5
40.513731609,-74.242165642,1
40.513760381,-74.238914583,2
40.513770242,-74.247218753,3
40.51381261100005,-74.24920413499996,1
40.513883058,-74.236670852,4
40.513907843,-74.211312541,13
40.51390784300003,-74.21131254099998,3
40.51392942,-74.202386282,3
40.514045683,-74.236340556,3
40.514091649,-74.243242281,7
40.51409164900008,-74.24324228099994,1
40.514172346,-74.246587267,3
40.514211052,-74.236010268,1
40.514211052000064,-74.23601026799997,1
40.514225815,-74.23816459,10
40.51422581500003,-74.23816458999994,5
40.514245578,-74.195766191,3
40.514264972,-74.248184431,6
40.51426497200004,-74.24818443099997,2
40.514304759,-74.235823583,4
40.51430475900003,-74.23582358299996,3
40.514395716,-74.235640484,3
40.51439571600001,-74.23564048399999,1
40.5144221,-74.206250363,6
40.51442210000005,-74.20625036299998,1
40.514505564,-74.246077798,5
40.514578155,-74.244218694,2
40.514623249,-74.247513221,1
40.514627115,-74.202097082,1
40.514644606,-74.23740363,29
40.514668039,-74.24583024,2
40.51466803900007,-74.24583023999998,1
40.51466803900007,-74.24583023999996,2
40.514719133,-74.204384712,1
40.51471913300002,-74.20438471199996,1
40.514720367,-74.245747714,2
40.514720367000045,-74.24574771399993,1
40.514728936,-74.235105785,3
40.51472893600004,-74.23510578499997,1
40.514753289,-74.239259797,2
40.514788647,-74.248456111,17
40.514788647000046,-74.24845611099995,13
40.514817507,-74.246528506,7
40.514828703,-74.239950591,2
40.51482870300004,-74.23995059099997,1
40.51489587,-74.240644952,1
40.5149214,-74.245439155,6
40.51492140000005,-74.24543915499999,9
40.514921815,-74.242662672,16
40.51492181500004,-74.24266267199994,5
40.514976776,-74.196742978,1
40.514978102,-74.236739465,9
40.51497810200004,-74.23673946499997,4
40.51499783600008,-74.20355477699997,1
40.515073983,-74.196077914,16
40.51507398300004,-74.19607791399994,1
40.515113205,-74.232413364,1
40.515122432,-74.245130594,2
40.51513529,-74.244249501,5
40.515191285,-74.2385061,2
40.51519128500007,-74.23850609999994,2
40.515202942,-74.202429699,8
40.51520294200003,-74.20242969899994,1
40.515210265,-74.235963444,4
40.515210265000064,-74.23596344399994,1
40.515304181,-74.24485433,8
40.515315785,-74.194312742,8
40.51531578500004,-74.19431274199997,2
40.51534217700004,-74.23985892499996,3
40.515366236,-74.204764324,2
40.515426323,-74.235007535,1
40.51543026500008,-74.21183165399998,1
40.515485928,-74.244578065,2
40.51550333,-74.201747272,1
40.51551161,-74.236248632,3
40.51551161000003,-74.23624863199996,1
40.515516504,-74.197327201,6
40.51551650400006,-74.19732720099995,1
40.515612762,-74.203506298,4
40.515612762000046,-74.20350629799998,1
40.515616199,-74.210728113,4
40.515632497,-74.244064299,3
40.51563249700007,-74.24406429899993,1
40.515640347,-74.195532905,1
40.51564034700005,-74.19553290499994,4
40.515697544,-74.232566449,2
40.515703478,-74.233699375,18
40.51570347800003,-74.23369937499997,1
40.515703478000034,-74.23369937499997,4
40.515747963,-74.196806389,2
40.515765585,-74.244726545,1
40.51576558500005,-74.24472654499993,1
40.51576914800006,-74.23647971999998,2
40.51577747,-74.239087232,5
40.515779065,-74.24355053,2
40.515801393,-74.207002696,2
40.515821643,-74.204895193,5
40.51582164300004,-74.20489519299997,2
40.515833768,-74.239731212,5
40.515909698,-74.193703058,8
40.51590969800003,-74.19370305799998,2
40.515934586,-74.196821325,1
40.51594050700004,-74.21199151799993,8
40.51598092,-74.236275466,1
40.516000593,-74.238706798,1
40.516048213,-74.236919486,10
40.516077297,-74.196832534,1
40.51610676800004,-74.19564935899997,1
40.516158065,-74.19774989,4
40.51615806500007,-74.19774988999995,1
40.516217265,-74.196843736,3
40.516250074,-74.236197293,2
40.516306741,-74.194268868,1
40.51630674100005,-74.19426886799994,2
40.516344801,-74.232824057,16
40.51634480100006,-74.23282405699997,3
40.516399954,-74.208414399,4
40.516427614,-74.237949447,11
40.51642761400007,-74.23794944699995,1
40.516458983000064,-74.21215141199998,1
40.516513073,-74.240406206,6
40.516513073000056,-74.240406206,4
40.516579523,-74.196877172,55
40.51657952300008,-74.19687717199997,48
40.516603338,-74.232566004,1
40.51660333800004,-74.23256600399996,1
40.516605699,-74.236781195,7
40.51660569900002,-74.23678119499993,2
40.516632366,-74.202786492,5
40.51663236600007,-74.20278649199997,2
40.516639373,-74.211080206,4
40.516694218,-74.20350959,8
40.516694218000055,-74.20350958999995,3
40.51672766000007,-74.23885685299997,1
40.516778216,-74.242237821,14
40.516778216000034,-74.24223782099993,5
40.516899053,-74.239591169,5
40.516921624,-74.2052834,13
40.51692162400008,-74.20528339999998,1
40.516941783,-74.196910608,1
40.51694178300004,-74.19691060799995,1
40.516982949,-74.212311324,1
40.516995177,-74.207121483,1
40.517065266,-74.237538109,1
40.517096870000046,-74.23818201199998,2
40.517100216,-74.1941381,3
40.517200213,-74.231949465,7
40.51720021300008,-74.23194946499996,2
40.517219183,-74.238761501,1
40.51721918300007,-74.23876150099994,1
40.517263463,-74.204453633,1
40.517270837,-74.198691896,3
40.51727083700007,-74.19869189599996,1
40.51728641,-74.234107729,54
40.51728641000005,-74.23410772899997,16
40.517408333,-74.196951545,1
40.517420407,-74.233004037,9
40.51742040700003,-74.23300403699994,2
40.51742040700003,-74.23300403699993,1
40.517453686,-74.23818688,4
40.517453686000074,-74.23818687999993,1
40.517605259,-74.203645439,5
40.51760525900005,-74.20364543899996,1
40.517646367,-74.231210108,1
40.517698213,-74.211439615,4
40.51769821300008,-74.21143961499997,1
40.517709531,-74.240543585,11
40.51770953100004,-74.24054358499995,2
40.517792966,-74.242633531,1
40.517801946,-74.197905811,1
40.5179329,-74.19516556,1
40.517962293,-74.212612955,1
40.51801792800006,-74.24007712999997,4
40.51802809000004,-74.20816411399994,1
40.518050602,-74.193738035,2
40.518215874,-74.204478127,2
40.51821587400008,-74.20447812699997,1
40.518354892,-74.193965507,1
40.518417672000055,-74.21275467499999,1
40.518479906,-74.194703187,1
40.518481391,-74.225389983,1
40.518503321,-74.197066267,12
40.518503321000026,-74.19706626699997,2
40.518506492,-74.21222265,1
40.51851477,-74.199968815,1
40.51853153,-74.239924318,1
40.518657678,-74.230605766,3
40.51865767800007,-74.23060576599994,1
40.51870555,-74.199170923,1
40.51870555000005,-74.19917092299994,1
40.518736728,-74.240241562,3
40.518830076,-74.206368267,11
40.51884450200004,-74.20133654299997,1
40.518850447,-74.22193121,5
40.518978294,-74.195391607,2
40.51897829400008,-74.19539160699996,3
40.518982258,-74.197884129,1
40.51902931,-74.205473303,1
40.519051085,-74.19616511,1
40.51913451,-74.197136465,19
40.51913451000007,-74.19713646499997,2
40.519180629,-74.200618214,6
40.51918062900006,-74.20061821399997,3
40.519182563,-74.208768359,1
40.519187882,-74.211857948,2
40.51928928,-74.204377105,4
40.51928928000007,-74.20437710499993,3
40.519359974,-74.210819042,2
40.51935997400005,-74.21081904199998,1
40.519407295,-74.227716587,1
40.51943044,-74.208305156,3
40.519432558,-74.1961986,1
40.519507151,-74.187703357,1
40.519571622,-74.199914429,1
40.5195905,-74.198526147,2
40.519646279,-74.207341904,2
40.519732046,-74.228663637,1
40.51973204600006,-74.22866363699995,1
40.51973904,-74.196746203,5
40.51974971200008,-74.23486807499995,4
40.519798568,-74.197246326,4
40.519833293,-74.213136837,7
40.519858057,-74.187966906,6
40.51985805700008,-74.18796690599999,1
40.519860421,-74.228980589,1
40.519944261,-74.21101511,1
40.519991533,-74.22930115,3
40.519991533000045,-74.22930114999998,2
40.52000794,-74.195193199,4
40.520022809,-74.196131994,12
40.520229268,-74.197384274,2
40.520273504,-74.19879074,1
40.52029324600005,-74.22941008699996,1
40.52034821700005,-74.17837570199998,3
40.520511668,-74.197568544,1
40.520538014,-74.196611878,6
40.52053801400008,-74.19661187799994,2
40.520572642,-74.195622865,6
40.52060373,-74.188526502,2
40.52060373000006,-74.18852650199995,1
40.520631724,-74.210330293,7
40.52063172400005,-74.21033029299997,1
40.520712333,-74.233921903,1
40.520725997000056,-74.18422508799993,1
40.520732306,-74.212352007,1
40.520769979,-74.211273088,6
40.520770977,-74.204662185,3
40.52077097700004,-74.20466218499998,1
40.520813395,-74.207029006,21
40.52081339500006,-74.20702900599997,3
40.52084741800008,-74.20945694999993,1
40.520863878,-74.183826224,1
40.52086387800006,-74.18382622399997,1
40.52092674,-74.235113195,13
40.520937035,-74.217355809,4
40.520946078,-74.229628136,1
40.521016703,-74.217320101,9
40.52101670300004,-74.21732010099998,1
40.521043864,-74.216018144,5
40.52104386400004,-74.21601814399997,1
40.52106514000008,-74.18326927299995,1
40.521083391,-74.176884989,2
40.52108339100005,-74.17688498899997,1
40.52116197300006,-74.21451146099997,1
40.521163828,-74.237279314,8
40.521163828000056,-74.23727931399996,6
40.52119569800004,-74.22970812299997,1
40.521204044,-74.214029622,5
40.52125938000006,-74.20476079399998,1
40.52128747,-74.198139134,4
40.52128747000006,-74.19813913399997,2
40.521288307,-74.239459432,5
40.52128830700008,-74.23945943199995,1
40.52128830700008,-74.23945943199993,1
40.521317564,-74.210530277,12
40.52135661400007,-74.223273953,1
40.521527102,-74.211516468,3
40.52152710200004,-74.21151646799996,1
40.521539681,-74.213617061,1
40.521611916,-74.213149702,4
40.52161191600004,-74.21314970199995,3
40.521639742,-74.184400254,4
40.52163974200005,-74.18440025399997,2
40.521664105,-74.19938116,1
40.52166410500007,-74.19938115999997,1
40.521690951,-74.181548102,1
40.52170086,-74.200341627,9
40.521700860000074,-74.20034162699993,1
40.52177296,-74.21215389,4
40.521776601,-74.214624935,6
40.521776601000056,-74.21462493499997,1
40.521783144,-74.216984489,31
40.52178314400004,-74.21698448899998,11
40.521883091,-74.222131911,2
40.52188309100006,-74.22213191099996,1
40.52199934000004,-74.18608457599998,1
40.522022586,-74.213715719,8
40.522081977,-74.222898705,9
40.52208197700002,-74.22289870499996,1
40.522097138,-74.183304474,1
40.522219362,-74.209713029,1
40.522307665,-74.234977775,54
40.52230766500002,-74.23497777499993,27
40.522373753,-74.216734624,6
40.52237375300007,-74.21673462399998,1
40.522383864,-74.215738322,8
40.52238386400006,-74.21573832199994,1
40.522394036,-74.228910137,2
40.522405826,-74.229877739,4
40.522425128,-74.198973385,1
40.52242833400004,-74.20495141299993,1
40.522446985,-74.21427819,3
40.522446985000045,-74.21427818999997,2
40.522450714,-74.174831191,2
40.522467641,-74.220759844,2
40.52252213,-74.216652377,5
40.52252213000003,-74.21665237699993,1
40.522580307,-74.190006802,4
40.522663615,-74.19915394,1
40.5226672,-74.219753371,3
40.522694581,-74.233684251,17
40.522694581000046,-74.23368425099994,2
40.522808903,-74.199262281,2
40.522808903000055,-74.19926228099996,1
40.522815222,-74.209585411,4
40.52281522200008,-74.20958541099996,3
40.522840339,-74.221070409,1
40.522863045,-74.220682018,1
40.522872953,-74.20650664,5
40.522872953000046,-74.20650663999999,1
40.522894178,-74.220192941,1
40.522899632,-74.180939911,2
40.52290687,-74.216405438,6
40.522986645,-74.176174241,3
40.52298664500006,-74.17617424099996,2
40.523036658,-74.207053877,1
40.523075057,-74.217459879,11
40.52307505700002,-74.217459879,3
40.52307505700002,-74.21745987899999,1
40.523134552,-74.188468896,7
40.523134552000045,-74.18846889599996,2
40.523145981,-74.216240752,1
40.523158008,-74.239232329,11
40.523158008000046,-74.23923232899993,5
40.523176295,-74.199500772,3
40.523352463,-74.214446551,7
40.523360135,-74.202670218,1
40.523360652,-74.187843667,2
40.523458283,-74.18001701,2
40.523492361,-74.223133612,1
40.52349236100008,-74.22313361199997,2
40.523540642,-74.222299283,5
40.52354064200006,-74.22229928299998,1
40.523555492,-74.215957919,12
40.52355549200007,-74.21595791899993,4
40.523586749,-74.187218435,2
40.523634399,-74.220652192,8
40.52363439900006,-74.220652192,2
40.523680722,-74.172802133,1
40.52368072200005,-74.17280213299993,2
40.523680789,-74.204494844,4
40.52368262700002,-74.219835844,1
40.523699953,-74.199847643,1
40.523706549,-74.200786466,1
40.523706549000046,-74.20078646599995,1
40.523727851,-74.21915257,3
40.52372785100005,-74.21915256999995,2
40.52379462600004,-74.19907098299996,1
40.523796268,-74.186657897,13
40.523815363,-74.217879534,4
40.52381536300004,-74.21787953399996,1
40.52384111300007,-74.20386226899994,2
40.523861709,-74.199956035,2
40.523885417,-74.205186086,8
